index,X,Y,EGFR,PDGFRA,CDK4
1 , 351 , 46, 4, 0, 7
2 , 477 , 135, 2, 0, 1
3 , 413 , 207, 1, 1, 1
4 , 418 , 226, 2, 0, 5
5 , 534 , 235, 3, 0, 7
6 , 481 , 283, 1, 0, 4
7 , 356 , 318, 2, 1, 2
8 , 247 , 326, 5, 1, 5
9 , 239 , 349, 5, 0, 10
10 , 761 , 353, 1, 1, 10
11 , 707 , 356, 3, 0, 10
12 , 690 , 364, 4, 0, 11
13 , 750 , 371, 0, 0, 1
14 , 119 , 370, 0, 0, 0
15 , 351 , 383, 2, 0, 12
16 , 575 , 386, 1, 0, 12
17 , 414 , 393, 5, 0, 13
18 , 257 , 403, 4, 0, 13
19 , 296 , 414, 4, 1, 8
20 , 69 , 419, 3, 0, 10
21 , 422 , 438, 5, 0, 4
22 , 390 , 445, 3, 0, 3
23 , 593 , 454, 6, 0, 7
24 , 114 , 456, 7, 0, 12
25 , 154 , 470, 5, 0, 9
26 , 722 , 482, 1, 0, 21
27 , 310 , 640, 6, 0, 7
28 , 673 , 634, 1, 0, 4
29 , 559 , 654, 8, 0, 16
30 , 439 , 678, 7, 1, 13
31 , 740 , 681, 1, 0, 16
32 , 262 , 686, 6, 0, 2
33 , 491 , 715, 7, 0, 21
