index,X,Y,EGFR,PDGFRA,CDK4
1 , 196 , 10, 0, 0, 0
2 , 238 , 5, 2, 0, 0
3 , 350 , 16, 16, 0, 3
4 , 542 , 13, 14, 0, 2
5 , 649 , 4, 3, 0, 0
6 , 223 , 18, 1, 0, 0
7 , 597 , 24, 3, 0, 9
8 , 666 , 22, 10, 0, 1
9 , 698 , 23, 4, 0, 0
10 , 250 , 21, 2, 0, 1
11 , 402 , 29, 0, 0, 0
12 , 445 , 33, 0, 0, 0
13 , 719 , 41, 26, 0, 3
14 , 235 , 49, 8, 0, 1
15 , 155 , 42, 0, 7, 0
16 , 659 , 50, 9, 0, 0
17 , 391 , 50, 0, 0, 0
18 , 783 , 44, 6, 0, 1
19 , 557 , 56, 2, 0, 5
20 , 254 , 64, 13, 0, 2
21 , 784 , 62, 3, 0, 3
22 , 488 , 77, 1, 0, 0
23 , 344 , 91, 4, 1, 20
24 , 696 , 89, 14, 0, 0
25 , 665 , 88, 12, 0, 2
26 , 786 , 88, 10, 0, 0
27 , 383 , 98, 3, 0, 4
28 , 668 , 121, 22, 2, 1
29 , 168 , 150, 45, 1, 13
30 , 575 , 134, 6, 0, 16
31 , 623 , 129, 8, 0, 8
32 , 449 , 118, 5, 0, 1
33 , 108 , 130, 0, 0, 0
34 , 55 , 145, 0, 1, 0
35 , 230 , 138, 5, 0, 4
36 , 791 , 170, 9, 0, 1
37 , 749 , 169, 18, 0, 5
38 , 117 , 177, 8, 0, 1
39 , 211 , 181, 3, 0, 6
40 , 459 , 181, 15, 1, 6
41 , 72 , 185, 10, 0, 1
42 , 650 , 199, 16, 0, 4
43 , 11 , 198, 11, 0, 0
44 , 411 , 205, 5, 0, 16
45 , 446 , 203, 2, 0, 1
46 , 126 , 208, 28, 0, 0
47 , 704 , 201, 3, 0, 5
48 , 169 , 209, 0, 0, 7
49 , 732 , 219, 3, 0, 7
50 , 781 , 233, 2, 0, 12
51 , 204 , 235, 6, 1, 2
52 , 301 , 231, 1, 0, 11
53 , 431 , 247, 4, 0, 14
54 , 97 , 245, 11, 1, 3
55 , 277 , 243, 1, 0, 17
56 , 127 , 248, 0, 0, 14
57 , 180 , 259, 14, 0, 10
58 , 390 , 253, 13, 0, 13
59 , 326 , 262, 18, 0, 11
60 , 678 , 256, 12, 0, 0
61 , 627 , 263, 4, 0, 17
62 , 273 , 276, 11, 0, 2
63 , 527 , 275, 3, 1, 3
64 , 160 , 296, 18, 0, 7
65 , 754 , 284, 1, 0, 3
66 , 27 , 294, 1, 0, 1
67 , 593 , 298, 2, 0, 9
68 , 687 , 295, 4, 0, 7
69 , 770 , 300, 0, 0, 0
70 , 64 , 315, 1, 0, 20
71 , 98 , 313, 4, 0, 14
72 , 311 , 312, 6, 0, 18
73 , 193 , 308, 4, 0, 7
74 , 776 , 330, 7, 0, 10
75 , 449 , 334, 0, 0, 0
76 , 740 , 341, 3, 0, 9
77 , 380 , 338, 2, 1, 9
78 , 236 , 359, 3, 0, 7
79 , 311 , 344, 6, 0, 0
80 , 562 , 355, 7, 1, 10
81 , 18 , 361, 13, 0, 1
82 , 379 , 365, 4, 2, 3
83 , 501 , 365, 0, 0, 0
84 , 643 , 363, 1, 0, 11
85 , 205 , 375, 0, 0, 15
