index,X,Y,EGFR,PDGFRA,CDK4
1 , 82 , 11, 1, 0, 0
2 , 359 , 14, 1, 0, 0
3 , 511 , 5, 0, 2, 0
4 , 488 , 22, 2, 0, 0
5 , 688 , 16, 0, 0, 0
6 , 747 , 19, 1, 0, 0
7 , 113 , 35, 9, 0, 0
8 , 278 , 25, 2, 0, 0
9 , 424 , 30, 0, 0, 0
10 , 249 , 24, 0, 0, 0
11 , 723 , 34, 1, 0, 0
12 , 39 , 45, 3, 0, 0
13 , 444 , 53, 1, 0, 0
14 , 685 , 58, 1, 0, 0
15 , 627 , 66, 5, 0, 1
16 , 667 , 65, 1, 0, 0
17 , 23 , 75, 1, 0, 0
18 , 220 , 84, 5, 0, 0
19 , 553 , 98, 8, 0, 1
20 , 684 , 85, 2, 0, 0
21 , 168 , 101, 2, 0, 0
22 , 55 , 94, 5, 0, 0
23 , 654 , 101, 6, 0, 1
24 , 611 , 102, 8, 0, 0
25 , 363 , 114, 2, 0, 1
26 , 345 , 108, 1, 0, 0
27 , 759 , 113, 0, 0, 0
28 , 432 , 119, 3, 0, 0
29 , 388 , 124, 3, 0, 0
30 , 130 , 118, 1, 0, 0
31 , 275 , 124, 3, 0, 0
32 , 151 , 126, 2, 0, 0
33 , 341 , 128, 3, 0, 0
34 , 46 , 132, 0, 0, 0
35 , 256 , 132, 3, 0, 0
36 , 123 , 137, 5, 0, 0
37 , 595 , 137, 0, 0, 0
38 , 703 , 141, 2, 0, 0
39 , 212 , 142, 1, 0, 3
40 , 427 , 148, 5, 0, 0
41 , 369 , 149, 2, 0, 0
42 , 564 , 152, 4, 0, 0
43 , 245 , 161, 5, 0, 0
44 , 496 , 155, 4, 0, 0
45 , 391 , 161, 3, 0, 1
46 , 754 , 164, 1, 0, 0
47 , 115 , 161, 2, 0, 0
48 , 161 , 163, 5, 0, 1
49 , 452 , 168, 5, 0, 2
50 , 207 , 163, 4, 0, 0
51 , 787 , 159, 0, 0, 0
52 , 82 , 179, 2, 0, 0
53 , 142 , 176, 2, 0, 1
54 , 359 , 175, 4, 0, 0
55 , 568 , 178, 2, 0, 0
56 , 600 , 191, 3, 1, 1
57 , 303 , 195, 5, 0, 0
58 , 494 , 186, 3, 0, 0
59 , 694 , 191, 2, 0, 0
60 , 636 , 187, 3, 0, 0
61 , 732 , 193, 0, 0, 0
62 , 10 , 192, 1, 0, 0
63 , 618 , 203, 3, 0, 0
64 , 782 , 204, 0, 0, 0
65 , 528 , 219, 3, 0, 0
66 , 55 , 213, 9, 0, 0
67 , 389 , 225, 2, 0, 2
68 , 692 , 227, 4, 0, 0
69 , 443 , 229, 2, 0, 1
70 , 182 , 231, 3, 0, 0
71 , 360 , 230, 2, 0, 0
72 , 641 , 231, 2, 0, 1
73 , 332 , 236, 2, 0, 1
74 , 79 , 241, 3, 0, 0
75 , 137 , 236, 4, 0, 0
76 , 245 , 242, 2, 0, 1
77 , 36 , 248, 7, 0, 0
78 , 554 , 250, 5, 0, 1
79 , 163 , 255, 8, 0, 0
80 , 98 , 256, 3, 0, 0
81 , 134 , 257, 3, 0, 0
82 , 220 , 254, 6, 0, 0
83 , 446 , 262, 6, 0, 0
84 , 716 , 261, 1, 0, 0
85 , 773 , 263, 3, 0, 0
86 , 604 , 269, 4, 0, 0
87 , 235 , 274, 5, 0, 3
88 , 71 , 273, 5, 1, 1
89 , 521 , 283, 9, 1, 0
90 , 185 , 287, 8, 0, 0
91 , 328 , 281, 1, 0, 1
92 , 695 , 291, 2, 0, 0
93 , 113 , 295, 1, 0, 4
94 , 207 , 299, 2, 0, 0
95 , 619 , 296, 1, 0, 0
96 , 640 , 307, 2, 0, 2
97 , 256 , 319, 4, 0, 3
98 , 674 , 314, 5, 0, 1
99 , 225 , 316, 1, 0, 2
100 , 22 , 316, 1, 0, 0
101 , 546 , 318, 6, 0, 3
102 , 107 , 326, 5, 0, 0
103 , 178 , 329, 3, 0, 2
104 , 520 , 326, 3, 0, 0
105 , 560 , 339, 2, 0, 0
106 , 693 , 342, 7, 2, 0
107 , 583 , 341, 0, 0, 0
108 , 644 , 343, 2, 0, 0
109 , 77 , 353, 4, 0, 1
110 , 604 , 352, 1, 0, 5
111 , 742 , 349, 1, 0, 0
112 , 128 , 357, 0, 0, 0
113 , 280 , 357, 4, 0, 2
114 , 160 , 357, 3, 0, 1
115 , 179 , 362, 3, 0, 2
116 , 442 , 362, 2, 0, 1
117 , 681 , 367, 4, 0, 0
118 , 356 , 370, 4, 0, 3
119 , 749 , 369, 2, 0, 0
120 , 146 , 373, 6, 0, 0
121 , 556 , 373, 0, 0, 0
122 , 583 , 378, 2, 0, 4
123 , 222 , 374, 1, 0, 1
124 , 614 , 384, 2, 0, 0
125 , 335 , 385, 2, 0, 0
126 , 49 , 393, 0, 0, 5
127 , 189 , 395, 6, 0, 3
128 , 507 , 396, 0, 1, 2
129 , 776 , 397, 2, 0, 0
130 , 644 , 399, 2, 0, 0
131 , 79 , 395, 4, 0, 0
132 , 442 , 403, 2, 0, 0
133 , 151 , 409, 3, 0, 0
134 , 238 , 409, 7, 0, 1
135 , 749 , 418, 6, 0, 0
136 , 316 , 415, 3, 0, 4
137 , 283 , 419, 2, 0, 0
138 , 5 , 419, 5, 0, 0
139 , 352 , 424, 1, 0, 0
140 , 586 , 434, 3, 0, 0
141 , 773 , 434, 3, 0, 0
142 , 664 , 444, 4, 0, 1
143 , 162 , 438, 2, 0, 1
144 , 235 , 436, 3, 0, 0
145 , 303 , 440, 1, 0, 0
146 , 551 , 439, 1, 0, 0
147 , 626 , 449, 6, 1, 0
148 , 722 , 437, 1, 0, 0
149 , 72 , 440, 2, 0, 0
150 , 140 , 445, 3, 0, 1
151 , 203 , 446, 6, 0, 1
152 , 343 , 454, 5, 0, 2
153 , 596 , 459, 0, 0, 0
154 , 178 , 456, 0, 0, 0
155 , 704 , 456, 4, 0, 0
156 , 101 , 461, 5, 0, 0
157 , 127 , 462, 3, 0, 1
158 , 443 , 468, 1, 0, 3
159 , 371 , 474, 3, 0, 2
160 , 9 , 472, 2, 0, 1
161 , 206 , 468, 3, 0, 0
162 , 83 , 478, 8, 0, 0
163 , 664 , 477, 3, 0, 1
164 , 537 , 491, 3, 0, 5
165 , 128 , 483, 4, 0, 1
166 , 592 , 489, 4, 0, 0
167 , 227 , 502, 1, 0, 11
168 , 325 , 485, 1, 0, 0
169 , 639 , 491, 5, 0, 2
170 , 572 , 491, 2, 0, 3
171 , 8 , 499, 3, 0, 0
172 , 436 , 504, 3, 0, 4
173 , 341 , 503, 2, 0, 5
174 , 738 , 501, 3, 0, 0
175 , 86 , 509, 4, 0, 2
176 , 104 , 505, 1, 0, 0
177 , 12 , 518, 4, 0, 1
178 , 133 , 522, 3, 0, 1
179 , 65 , 524, 6, 0, 0
180 , 685 , 528, 2, 0, 0
181 , 475 , 531, 6, 0, 0
182 , 169 , 531, 4, 0, 2
183 , 325 , 535, 2, 0, 0
184 , 738 , 546, 2, 0, 2
185 , 20 , 540, 2, 0, 0
186 , 344 , 544, 1, 0, 2
187 , 294 , 547, 1, 0, 0
188 , 408 , 554, 4, 0, 0
189 , 267 , 547, 1, 0, 0
190 , 323 , 558, 6, 0, 2
191 , 174 , 563, 8, 0, 0
192 , 378 , 562, 7, 0, 5
193 , 93 , 559, 3, 0, 0
194 , 494 , 559, 1, 0, 0
195 , 301 , 562, 2, 0, 1
196 , 701 , 574, 3, 0, 0
197 , 748 , 576, 0, 0, 0
198 , 662 , 585, 2, 0, 0
199 , 731 , 586, 5, 0, 0
200 , 10 , 589, 4, 0, 0
201 , 67 , 600, 4, 0, 1
202 , 614 , 599, 7, 0, 0
203 , 516 , 598, 1, 0, 0
204 , 426 , 599, 1, 0, 0
205 , 136 , 608, 3, 0, 3
206 , 101 , 597, 5, 0, 2
207 , 37 , 605, 5, 0, 3
208 , 199 , 601, 1, 0, 0
209 , 288 , 613, 5, 0, 0
210 , 166 , 609, 4, 0, 0
211 , 71 , 626, 5, 1, 0
212 , 219 , 625, 3, 0, 1
213 , 627 , 631, 0, 0, 0
214 , 107 , 630, 1, 0, 7
215 , 684 , 630, 1, 0, 1
216 , 538 , 639, 0, 0, 0
217 , 573 , 648, 4, 0, 0
218 , 671 , 657, 9, 0, 1
219 , 432 , 657, 8, 0, 2
220 , 633 , 659, 3, 0, 0
