index,X,Y,EGFR,PDGFRA,CDK4
1 , 18 , 7, 1, 1, 3
2 , 230 , 21, 2, 1, 8
3 , 300 , 8, 0, 0, 7
4 , 556 , 5, 1, 0, 0
5 , 668 , 5, 3, 0, 2
6 , 597 , 17, 0, 2, 8
7 , 662 , 20, 2, 0, 1
8 , 415 , 26, 0, 0, 6
9 , 135 , 41, 7, 1, 6
10 , 196 , 37, 2, 0, 3
11 , 405 , 45, 1, 0, 5
12 , 350 , 53, 3, 0, 15
13 , 192 , 65, 1, 1, 9
14 , 431 , 59, 7, 0, 1
15 , 502 , 62, 0, 1, 2
16 , 320 , 83, 0, 1, 31
17 , 94 , 74, 1, 1, 15
18 , 463 , 74, 0, 0, 4
19 , 161 , 88, 4, 1, 4
20 , 498 , 78, 0, 1, 6
21 , 517 , 89, 0, 0, 0
22 , 567 , 81, 0, 0, 1
23 , 595 , 87, 3, 0, 3
24 , 300 , 85, 2, 0, 3
25 , 624 , 100, 7, 1, 6
26 , 666 , 95, 1, 0, 0
27 , 289 , 95, 2, 0, 4
28 , 752 , 99, 3, 0, 2
29 , 403 , 102, 2, 0, 3
30 , 4 , 106, 0, 0, 0
31 , 380 , 119, 3, 1, 15
32 , 237 , 123, 3, 1, 1
33 , 671 , 115, 0, 0, 0
34 , 438 , 122, 0, 0, 2
35 , 522 , 136, 0, 0, 4
36 , 313 , 143, 0, 0, 12
37 , 421 , 145, 0, 1, 7
38 , 584 , 146, 6, 0, 5
39 , 679 , 149, 1, 2, 1
40 , 363 , 160, 0, 1, 7
41 , 320 , 176, 5, 2, 9
42 , 368 , 189, 1, 0, 15
43 , 561 , 179, 3, 1, 3
44 , 624 , 184, 0, 1, 4
45 , 493 , 180, 0, 0, 9
46 , 528 , 189, 5, 2, 6
47 , 731 , 185, 1, 0, 5
48 , 556 , 212, 2, 5, 19
49 , 723 , 206, 0, 0, 3
50 , 297 , 229, 0, 0, 1
51 , 579 , 233, 0, 1, 6
52 , 741 , 238, 4, 0, 6
53 , 539 , 247, 0, 0, 6
54 , 618 , 250, 0, 1, 5
55 , 557 , 271, 11, 0, 7
56 , 473 , 262, 0, 0, 7
57 , 589 , 268, 2, 0, 0
58 , 315 , 269, 0, 3, 6
59 , 460 , 273, 0, 1, 3
60 , 734 , 278, 1, 0, 14
61 , 503 , 285, 0, 0, 2
62 , 438 , 293, 0, 2, 3
63 , 479 , 301, 4, 0, 4
64 , 15 , 297, 0, 0, 6
65 , 541 , 311, 2, 0, 19
66 , 626 , 305, 1, 0, 8
67 , 59 , 306, 0, 0, 7
68 , 751 , 309, 1, 0, 1
69 , 330 , 309, 0, 1, 3
70 , 94 , 315, 0, 0, 7
71 , 638 , 324, 1, 1, 5
72 , 42 , 324, 0, 2, 15
73 , 13 , 328, 0, 1, 23
74 , 318 , 334, 0, 4, 10
75 , 100 , 338, 0, 0, 10
76 , 477 , 350, 2, 0, 16
77 , 506 , 340, 4, 1, 6
78 , 674 , 358, 0, 0, 9
79 , 698 , 362, 0, 0, 3
80 , 422 , 358, 5, 2, 2
81 , 782 , 353, 1, 0, 6
82 , 301 , 361, 0, 1, 18
83 , 532 , 368, 0, 2, 3
84 , 25 , 368, 0, 0, 14
85 , 50 , 372, 1, 1, 11
86 , 751 , 377, 0, 2, 1
87 , 612 , 384, 8, 6, 17
88 , 265 , 376, 2, 1, 2
89 , 452 , 381, 6, 2, 6
90 , 500 , 402, 6, 1, 5
91 , 691 , 399, 0, 0, 5
92 , 123 , 406, 0, 1, 8
93 , 463 , 418, 4, 2, 33
94 , 331 , 399, 4, 0, 5
95 , 662 , 406, 0, 0, 4
96 , 11 , 398, 1, 1, 12
97 , 55 , 418, 0, 0, 20
98 , 29 , 410, 2, 0, 6
99 , 610 , 425, 2, 1, 21
100 , 685 , 425, 2, 0, 6
101 , 93 , 438, 0, 2, 7
102 , 347 , 445, 4, 0, 4
103 , 745 , 434, 2, 0, 3
104 , 113 , 438, 0, 2, 5
