index,X,Y,EGFR,PDGFRA,CDK4
1 , 671 , 29, 8, 1, 0
2 , 183 , 40, 2, 0, 0
3 , 426 , 20, 0, 0, 0
4 , 585 , 31, 2, 0, 0
5 , 485 , 34, 3, 1, 3
6 , 568 , 40, 2, 1, 0
7 , 309 , 64, 6, 0, 0
8 , 420 , 63, 0, 0, 0
9 , 227 , 64, 9, 0, 0
10 , 347 , 63, 3, 0, 0
11 , 532 , 65, 3, 0, 0
12 , 501 , 69, 1, 0, 0
13 , 753 , 79, 0, 1, 0
14 , 730 , 81, 0, 0, 0
15 , 154 , 112, 17, 1, 1
16 , 550 , 89, 4, 0, 0
17 , 611 , 103, 2, 0, 4
18 , 67 , 109, 2, 0, 0
19 , 361 , 128, 3, 0, 0
20 , 730 , 104, 0, 3, 0
21 , 332 , 111, 1, 0, 0
22 , 546 , 132, 12, 1, 0
23 , 429 , 124, 0, 0, 0
24 , 40 , 125, 4, 0, 0
25 , 318 , 132, 4, 1, 0
26 , 220 , 142, 1, 1, 4
27 , 196 , 144, 4, 1, 0
28 , 660 , 139, 0, 0, 0
29 , 518 , 152, 4, 2, 0
30 , 307 , 152, 5, 1, 0
31 , 271 , 171, 5, 0, 5
32 , 182 , 162, 8, 2, 0
33 , 662 , 165, 0, 0, 0
34 , 134 , 173, 4, 0, 1
35 , 738 , 170, 3, 1, 0
36 , 311 , 170, 1, 0, 0
37 , 337 , 178, 2, 0, 0
38 , 203 , 178, 7, 2, 0
39 , 435 , 194, 9, 1, 0
40 , 219 , 181, 4, 5, 0
41 , 490 , 188, 5, 0, 5
42 , 250 , 197, 4, 0, 0
43 , 307 , 199, 0, 0, 0
44 , 408 , 202, 1, 0, 1
45 , 734 , 204, 5, 1, 0
46 , 469 , 210, 3, 2, 0
47 , 196 , 217, 4, 5, 0
48 , 531 , 212, 3, 0, 0
49 , 61 , 226, 6, 1, 0
50 , 94 , 234, 5, 4, 0
51 , 403 , 229, 6, 2, 1
52 , 351 , 232, 5, 0, 0
53 , 719 , 227, 0, 0, 0
54 , 291 , 234, 3, 1, 0
55 , 207 , 242, 3, 5, 0
56 , 727 , 245, 0, 0, 0
57 , 162 , 265, 11, 5, 1
58 , 744 , 256, 0, 1, 0
59 , 637 , 267, 12, 1, 1
60 , 46 , 264, 0, 1, 0
61 , 590 , 273, 7, 2, 4
62 , 708 , 273, 6, 0, 0
63 , 235 , 281, 2, 2, 0
64 , 258 , 276, 2, 3, 0
65 , 672 , 290, 9, 0, 1
66 , 759 , 285, 4, 0, 0
67 , 278 , 289, 2, 0, 5
68 , 121 , 302, 5, 2, 0
69 , 444 , 305, 0, 0, 0
70 , 309 , 308, 4, 0, 0
71 , 397 , 305, 3, 2, 0
72 , 729 , 301, 2, 0, 1
73 , 795 , 300, 3, 0, 0
74 , 207 , 306, 4, 0, 0
75 , 744 , 325, 13, 5, 0
76 , 11 , 333, 2, 0, 2
77 , 221 , 325, 8, 1, 0
78 , 77 , 327, 0, 3, 0
79 , 265 , 327, 10, 3, 0
80 , 634 , 321, 1, 0, 0
81 , 707 , 332, 1, 1, 1
82 , 788 , 333, 3, 2, 0
83 , 508 , 331, 2, 1, 0
84 , 115 , 341, 8, 3, 0
85 , 457 , 357, 2, 3, 0
86 , 566 , 364, 0, 0, 0
87 , 713 , 355, 1, 0, 1
88 , 105 , 377, 16, 0, 1
89 , 265 , 372, 1, 0, 1
90 , 591 , 365, 0, 0, 0
91 , 393 , 373, 1, 0, 0
92 , 487 , 375, 6, 1, 0
93 , 327 , 382, 0, 0, 1
94 , 46 , 400, 7, 5, 3
95 , 656 , 386, 4, 1, 0
96 , 344 , 384, 2, 0, 0
97 , 637 , 404, 12, 4, 0
98 , 491 , 394, 6, 0, 1
99 , 395 , 396, 4, 0, 0
100 , 457 , 396, 0, 0, 0
101 , 194 , 407, 2, 4, 3
102 , 440 , 398, 0, 1, 0
103 , 678 , 399, 2, 0, 1
104 , 322 , 404, 0, 0, 0
105 , 759 , 407, 1, 1, 2
106 , 795 , 411, 2, 0, 0
107 , 288 , 421, 0, 1, 2
108 , 96 , 447, 15, 2, 9
109 , 531 , 418, 1, 0, 1
110 , 594 , 432, 5, 0, 1
111 , 243 , 427, 3, 1, 0
112 , 159 , 425, 0, 0, 2
113 , 377 , 427, 0, 0, 1
114 , 480 , 431, 0, 0, 1
115 , 319 , 440, 0, 0, 1
116 , 46 , 467, 3, 1, 0
117 , 538 , 444, 0, 1, 1
118 , 643 , 443, 4, 0, 0
119 , 744 , 449, 1, 0, 0
120 , 147 , 453, 4, 1, 0
121 , 197 , 453, 2, 0, 0
122 , 167 , 468, 5, 0, 0
123 , 209 , 470, 4, 1, 0
124 , 366 , 464, 4, 2, 0
125 , 658 , 462, 1, 0, 0
126 , 428 , 470, 1, 0, 0
127 , 298 , 467, 4, 1, 0
128 , 393 , 467, 2, 0, 1
129 , 643 , 485, 1, 1, 3
130 , 135 , 483, 5, 1, 0
131 , 242 , 491, 1, 0, 0
132 , 284 , 489, 1, 0, 0
133 , 103 , 492, 4, 2, 1
134 , 305 , 506, 2, 1, 0
135 , 718 , 503, 6, 4, 0
136 , 158 , 502, 4, 1, 0
137 , 184 , 505, 7, 2, 0
138 , 132 , 500, 4, 0, 0
