index,X,Y,EGFR,PDGFRA,CDK4
1 , 78 , 25, 3, 0, 0
2 , 504 , 32, 0, 0, 1
3 , 256 , 27, 0, 0, 2
4 , 733 , 40, 11, 0, 0
5 , 627 , 39, 3, 1, 5
6 , 21 , 35, 2, 0, 0
7 , 451 , 35, 4, 0, 0
8 , 271 , 37, 0, 0, 2
9 , 355 , 50, 3, 0, 1
10 , 423 , 41, 0, 0, 8
11 , 211 , 38, 0, 1, 1
12 , 570 , 48, 1, 0, 4
13 , 235 , 58, 1, 1, 1
14 , 528 , 48, 3, 0, 1
15 , 761 , 61, 2, 1, 0
16 , 682 , 55, 0, 0, 3
17 , 484 , 56, 0, 0, 5
18 , 4 , 65, 4, 0, 0
19 , 553 , 66, 1, 0, 0
20 , 691 , 77, 3, 2, 2
21 , 783 , 77, 6, 0, 0
22 , 265 , 74, 0, 0, 3
23 , 65 , 81, 2, 0, 0
24 , 463 , 82, 8, 0, 1
25 , 414 , 79, 1, 2, 0
26 , 537 , 78, 1, 0, 2
27 , 171 , 90, 1, 8, 0
28 , 231 , 86, 1, 0, 0
29 , 611 , 85, 0, 0, 8
30 , 507 , 85, 0, 0, 7
31 , 705 , 96, 0, 0, 5
32 , 287 , 96, 6, 2, 0
33 , 381 , 108, 0, 1, 10
34 , 639 , 101, 0, 0, 8
35 , 93 , 100, 1, 0, 0
36 , 595 , 101, 1, 0, 5
37 , 192 , 118, 2, 1, 0
38 , 535 , 126, 2, 1, 8
39 , 678 , 125, 1, 0, 1
40 , 264 , 120, 0, 0, 1
41 , 471 , 118, 6, 3, 2
42 , 732 , 127, 1, 0, 1
43 , 96 , 121, 2, 0, 0
44 , 306 , 122, 0, 0, 2
45 , 348 , 138, 1, 1, 10
46 , 233 , 137, 5, 1, 4
47 , 51 , 141, 0, 0, 0
48 , 660 , 144, 1, 0, 3
49 , 110 , 150, 0, 0, 1
50 , 637 , 154, 1, 0, 12
51 , 265 , 156, 6, 0, 3
52 , 473 , 148, 0, 0, 6
53 , 81 , 152, 2, 0, 1
54 , 761 , 161, 2, 0, 4
55 , 518 , 165, 0, 1, 3
56 , 683 , 160, 1, 0, 1
57 , 781 , 172, 1, 0, 4
58 , 62 , 167, 2, 0, 0
59 , 301 , 163, 1, 0, 0
60 , 183 , 165, 0, 0, 2
61 , 321 , 174, 0, 0, 0
62 , 547 , 170, 0, 0, 2
63 , 33 , 176, 2, 0, 0
64 , 85 , 185, 8, 0, 0
65 , 10 , 176, 0, 0, 0
66 , 469 , 191, 3, 0, 7
67 , 170 , 192, 6, 1, 0
68 , 360 , 179, 2, 0, 5
69 , 207 , 172, 1, 0, 2
70 , 428 , 183, 2, 0, 10
71 , 680 , 178, 3, 1, 0
72 , 600 , 197, 8, 1, 3
73 , 547 , 201, 6, 3, 2
74 , 378 , 195, 2, 0, 2
75 , 752 , 199, 6, 0, 3
76 , 54 , 211, 3, 0, 1
77 , 395 , 210, 1, 0, 11
78 , 25 , 222, 0, 0, 1
79 , 769 , 221, 0, 0, 7
80 , 434 , 222, 4, 0, 6
81 , 154 , 225, 1, 0, 7
82 , 636 , 233, 0, 0, 13
83 , 414 , 230, 1, 0, 2
84 , 528 , 234, 1, 0, 4
85 , 793 , 240, 3, 0, 0
86 , 348 , 240, 0, 0, 5
87 , 614 , 247, 1, 0, 2
88 , 736 , 247, 0, 0, 14
89 , 445 , 248, 1, 0, 9
90 , 393 , 247, 0, 0, 12
91 , 262 , 245, 0, 0, 3
92 , 545 , 249, 3, 0, 3
93 , 48 , 262, 0, 0, 9
94 , 125 , 256, 0, 1, 2
95 , 589 , 266, 0, 0, 10
96 , 288 , 260, 0, 2, 19
97 , 739 , 275, 0, 0, 10
98 , 317 , 277, 1, 0, 2
99 , 793 , 279, 1, 0, 1
100 , 719 , 279, 1, 0, 2
101 , 100 , 289, 0, 0, 3
102 , 473 , 299, 1, 0, 9
103 , 576 , 301, 0, 0, 14
104 , 450 , 298, 0, 0, 8
105 , 750 , 295, 2, 0, 9
106 , 230 , 294, 0, 0, 0
107 , 422 , 301, 1, 0, 11
108 , 388 , 304, 8, 0, 5
109 , 171 , 307, 0, 0, 0
110 , 603 , 304, 1, 1, 6
111 , 8 , 313, 4, 0, 0
112 , 440 , 315, 0, 0, 3
113 , 344 , 312, 0, 0, 1
114 , 37 , 314, 3, 1, 0
115 , 202 , 311, 1, 1, 0
116 , 546 , 313, 1, 0, 7
117 , 412 , 321, 6, 0, 6
118 , 698 , 319, 0, 0, 10
119 , 632 , 327, 0, 0, 16
120 , 779 , 337, 0, 0, 27
121 , 129 , 334, 1, 0, 7
122 , 731 , 343, 1, 1, 17
123 , 40 , 341, 5, 1, 4
124 , 13 , 348, 0, 0, 1
125 , 224 , 348, 0, 5, 0
126 , 476 , 341, 3, 0, 8
127 , 402 , 341, 2, 0, 1
128 , 446 , 354, 7, 0, 5
129 , 513 , 348, 2, 0, 5
130 , 642 , 356, 1, 0, 7
131 , 418 , 353, 1, 0, 3
132 , 122 , 355, 0, 0, 13
133 , 292 , 366, 1, 0, 12
134 , 545 , 366, 2, 1, 6
135 , 705 , 366, 0, 0, 9
136 , 575 , 372, 0, 0, 5
137 , 388 , 372, 0, 0, 5
138 , 110 , 376, 0, 0, 11
139 , 213 , 369, 0, 4, 0
140 , 358 , 378, 6, 0, 1
141 , 680 , 393, 2, 0, 18
142 , 497 , 369, 1, 0, 6
143 , 730 , 375, 2, 0, 9
144 , 15 , 385, 4, 0, 3
145 , 76 , 391, 3, 0, 10
146 , 485 , 375, 0, 0, 8
147 , 311 , 387, 1, 0, 7
148 , 437 , 386, 1, 0, 16
149 , 777 , 387, 5, 1, 8
150 , 180 , 395, 6, 1, 8
151 , 598 , 393, 0, 0, 10
152 , 538 , 399, 6, 0, 2
153 , 565 , 401, 0, 0, 27
154 , 337 , 399, 0, 0, 2
155 , 471 , 420, 2, 0, 8
156 , 441 , 415, 0, 0, 7
157 , 603 , 419, 0, 0, 20
158 , 655 , 418, 0, 0, 5
159 , 385 , 419, 0, 0, 7
160 , 758 , 422, 1, 0, 11
161 , 295 , 427, 0, 0, 11
162 , 38 , 428, 1, 0, 6
163 , 424 , 436, 0, 0, 8
164 , 503 , 431, 0, 0, 7
165 , 555 , 434, 9, 0, 11
166 , 619 , 438, 1, 0, 2
167 , 67 , 440, 0, 0, 7
168 , 274 , 440, 4, 0, 3
169 , 320 , 446, 0, 0, 11
170 , 203 , 445, 1, 0, 3
171 , 454 , 453, 3, 0, 11
172 , 178 , 445, 0, 0, 7
173 , 516 , 455, 0, 1, 14
174 , 635 , 464, 3, 1, 14
175 , 8 , 454, 0, 0, 0
176 , 71 , 473, 2, 0, 8
177 , 364 , 467, 5, 0, 7
178 , 668 , 470, 1, 0, 14
179 , 486 , 472, 1, 0, 17
180 , 117 , 474, 3, 0, 3
181 , 290 , 469, 3, 0, 5
182 , 389 , 472, 0, 0, 8
183 , 15 , 484, 0, 0, 0
184 , 409 , 480, 0, 0, 13
185 , 532 , 486, 6, 0, 1
186 , 254 , 491, 4, 1, 7
187 , 353 , 490, 1, 1, 4
188 , 285 , 494, 1, 0, 8
189 , 446 , 502, 1, 0, 7
190 , 717 , 514, 1, 1, 24
191 , 756 , 508, 0, 0, 18
192 , 599 , 509, 0, 0, 9
193 , 670 , 512, 3, 1, 11
194 , 31 , 530, 2, 10, 0
195 , 371 , 508, 0, 0, 3
196 , 536 , 515, 1, 0, 19
197 , 204 , 515, 2, 0, 11
198 , 269 , 516, 0, 0, 8
199 , 183 , 523, 0, 0, 1
200 , 160 , 520, 0, 0, 7
201 , 388 , 525, 4, 0, 6
202 , 441 , 538, 1, 0, 8
203 , 472 , 539, 6, 0, 4
204 , 570 , 533, 1, 0, 6
205 , 289 , 533, 6, 0, 1
206 , 154 , 543, 3, 0, 9
207 , 752 , 551, 0, 2, 19
208 , 266 , 542, 5, 0, 2
209 , 363 , 542, 1, 0, 7
210 , 534 , 553, 0, 0, 9
211 , 54 , 551, 0, 0, 0
212 , 246 , 556, 0, 0, 9
213 , 76 , 551, 3, 0, 1
214 , 211 , 551, 6, 0, 0
215 , 567 , 570, 8, 1, 12
216 , 703 , 557, 1, 1, 15
217 , 330 , 552, 0, 0, 14
218 , 292 , 549, 1, 0, 2
219 , 410 , 559, 3, 1, 5
220 , 193 , 564, 3, 0, 3
221 , 354 , 559, 1, 0, 6
222 , 652 , 564, 0, 0, 5
223 , 293 , 579, 6, 0, 19
224 , 226 , 578, 4, 0, 13
225 , 172 , 577, 6, 1, 1
226 , 782 , 573, 0, 0, 12
227 , 766 , 577, 0, 0, 11
228 , 8 , 596, 0, 2, 3
229 , 526 , 577, 0, 0, 2
230 , 364 , 586, 2, 0, 7
231 , 102 , 587, 0, 0, 2
232 , 521 , 594, 2, 0, 25
233 , 416 , 596, 14, 0, 4
234 , 138 , 597, 2, 0, 6
235 , 661 , 600, 0, 1, 16
236 , 477 , 602, 2, 0, 9
237 , 702 , 600, 2, 0, 4
238 , 596 , 610, 0, 0, 31
239 , 178 , 612, 4, 0, 6
240 , 30 , 615, 0, 0, 14
241 , 505 , 617, 8, 0, 3
242 , 763 , 625, 2, 2, 19
243 , 95 , 620, 1, 1, 4
244 , 323 , 622, 2, 0, 4
245 , 489 , 625, 0, 0, 10
246 , 365 , 645, 0, 0, 17
247 , 395 , 638, 0, 0, 7
248 , 546 , 638, 0, 0, 6
249 , 430 , 634, 1, 0, 6
250 , 175 , 648, 0, 1, 13
251 , 118 , 645, 1, 0, 9
252 , 250 , 653, 1, 2, 0
253 , 437 , 647, 2, 0, 9
254 , 341 , 658, 2, 0, 12
255 , 480 , 670, 7, 0, 6
256 , 725 , 664, 2, 0, 12
257 , 126 , 665, 2, 0, 8
258 , 151 , 669, 0, 0, 5
259 , 235 , 667, 2, 0, 5
260 , 611 , 685, 5, 1, 14
261 , 562 , 672, 2, 0, 7
262 , 410 , 691, 8, 3, 4
263 , 312 , 677, 1, 1, 4
264 , 510 , 689, 2, 1, 11
265 , 564 , 701, 3, 0, 25
266 , 317 , 700, 0, 3, 0
267 , 678 , 716, 8, 1, 7
268 , 768 , 698, 1, 0, 3
269 , 231 , 706, 1, 0, 22
270 , 106 , 716, 5, 0, 3
271 , 54 , 717, 8, 0, 0
272 , 339 , 734, 6, 1, 15
273 , 370 , 724, 0, 1, 8
274 , 531 , 723, 0, 0, 2
275 , 17 , 718, 0, 0, 0
276 , 640 , 733, 3, 1, 17
277 , 500 , 730, 5, 2, 12
278 , 281 , 726, 3, 1, 0
279 , 432 , 726, 0, 0, 5
280 , 475 , 737, 1, 1, 9
281 , 580 , 729, 0, 0, 11
282 , 157 , 730, 1, 0, 6
283 , 16 , 743, 0, 0, 0
284 , 424 , 740, 0, 0, 8
285 , 744 , 761, 7, 0, 12
286 , 55 , 754, 5, 0, 2
287 , 159 , 743, 2, 0, 6
288 , 522 , 750, 0, 1, 9
289 , 310 , 748, 1, 1, 3
290 , 257 , 751, 3, 0, 5
291 , 137 , 750, 0, 0, 6
292 , 365 , 753, 2, 0, 6
293 , 583 , 766, 0, 0, 20
294 , 235 , 763, 0, 0, 6
295 , 396 , 764, 6, 0, 3
296 , 162 , 756, 1, 0, 2
297 , 665 , 775, 3, 0, 10
298 , 467 , 782, 7, 1, 10
299 , 622 , 779, 7, 1, 5
300 , 357 , 783, 1, 0, 9
301 , 685 , 789, 4, 0, 0
302 , 232 , 785, 1, 0, 5
303 , 422 , 787, 4, 0, 5
304 , 525 , 792, 6, 0, 5
305 , 65 , 792, 1, 0, 0
