1 , 0
2 , 0
3 , 1
4 , 2
5 , 2
6 , 3
7 , 1
8 , 1
9 , 0
10 , 2
11 , 1
12 , 0
13 , 1
14 , 1
15 , 0
16 , 2
17 , 0
18 , 3
19 , 1
20 , 2
21 , 0
22 , 2
23 , 0
24 , 0
25 , 0
26 , 0
27 , 1
28 , 2
29 , 1
30 , 0
31 , 1
32 , 1
33 , 0
34 , 0
35 , 1
36 , 1
37 , 0
38 , 2
39 , 5
40 , 0
41 , 0
42 , 3
43 , 7
44 , 0
45 , 1
46 , 1
47 , 0
48 , 3
49 , 1
50 , 0
51 , 1
52 , 0
53 , 0
54 , 1
55 , 0
56 , 1
57 , 0
58 , 0
59 , 1
60 , 2
61 , 1
62 , 0
63 , 0
64 , 2
65 , 2
66 , 0
67 , 0
68 , 2
69 , 1
70 , 1
71 , 1
72 , 0
73 , 5
74 , 2
75 , 1
76 , 1
77 , 3
78 , 2
79 , 1
80 , 0
81 , 0
82 , 4
83 , 8
84 , 0
85 , 1
86 , 1
87 , 1
88 , 4
89 , 2
90 , 3
91 , 0
92 , 1
93 , 0
94 , 0
95 , 1
96 , 3
97 , 3
98 , 4
99 , 7
100 , 2
101 , 0
102 , 1
103 , 0
104 , 2
105 , 0
106 , 0
107 , 2
108 , 5
109 , 2
110 , 1
111 , 2
112 , 2
113 , 0
114 , 2
115 , 0
116 , 6
117 , 0
118 , 0
119 , 1
120 , 0
121 , 1
122 , 0
123 , 1
124 , 1
125 , 3
126 , 5
127 , 3
128 , 1
129 , 2
130 , 0
131 , 0
132 , 2
133 , 1
134 , 0
135 , 0
136 , 3
137 , 2
138 , 0
139 , 2
140 , 1
141 , 0
142 , 0
143 , 0
144 , 0
145 , 8
146 , 1
147 , 0
148 , 4
149 , 1
150 , 1
151 , 2
152 , 0
153 , 0
154 , 2
155 , 1
156 , 0
157 , 4
158 , 2
159 , 0
160 , 1
161 , 1
162 , 2
163 , 2
164 , 1
165 , 2
166 , 1
167 , 7
168 , 0
169 , 2
170 , 0
171 , 3
172 , 0
173 , 1
174 , 5
175 , 1
176 , 0
177 , 2
178 , 0
179 , 1
180 , 1
181 , 2
182 , 0
183 , 1
184 , 1
185 , 0
186 , 2
187 , 0
188 , 2
189 , 1
190 , 0
191 , 1
192 , 1
193 , 1
194 , 0
195 , 1
196 , 2
197 , 1
198 , 0
199 , 1
200 , 0
201 , 0
202 , 1
203 , 1
204 , 0
205 , 1
206 , 2
207 , 5
208 , 1
209 , 2
210 , 2
211 , 3
212 , 1
213 , 1
214 , 0
