1 , 1
2 , 0
3 , 0
4 , 0
5 , 4
6 , 1
7 , 0
8 , 2
9 , 0
10 , 0
11 , 0
12 , 0
13 , 2
14 , 0
15 , 0
16 , 0
17 , 0
18 , 2
19 , 3
20 , 1
21 , 1
22 , 1
23 , 2
24 , 1
25 , 0
26 , 1
27 , 0
28 , 0
29 , 1
30 , 0
31 , 0
32 , 1
33 , 1
34 , 1
35 , 2
36 , 1
37 , 0
38 , 0
39 , 2
40 , 0
41 , 2
42 , 2
43 , 4
44 , 0
45 , 1
46 , 1
47 , 0
48 , 2
49 , 1
50 , 1
51 , 2
52 , 0
53 , 0
54 , 2
55 , 1
56 , 3
57 , 0
58 , 2
59 , 2
60 , 1
61 , 1
62 , 2
63 , 2
64 , 0
65 , 0
66 , 3
67 , 1
68 , 1
69 , 0
70 , 1
71 , 7
72 , 0
73 , 1
74 , 4
75 , 1
76 , 1
77 , 1
78 , 1
79 , 2
80 , 0
81 , 0
82 , 1
83 , 6
84 , 0
85 , 2
86 , 0
87 , 1
88 , 0
89 , 1
90 , 1
91 , 5
92 , 0
93 , 0
94 , 4
95 , 4
96 , 1
97 , 0
98 , 0
99 , 1
100 , 1
101 , 0
102 , 2
103 , 2
104 , 3
105 , 3
106 , 1
107 , 2
108 , 1
109 , 2
110 , 0
111 , 0
112 , 0
113 , 2
114 , 1
115 , 2
116 , 7
117 , 2
118 , 4
119 , 0
120 , 2
121 , 0
122 , 3
123 , 5
124 , 0
125 , 5
126 , 1
127 , 0
128 , 1
129 , 3
130 , 1
131 , 0
132 , 1
133 , 0
134 , 2
135 , 2
136 , 4
137 , 0
138 , 2
139 , 1
140 , 0
141 , 2
142 , 1
143 , 1
144 , 1
145 , 2
146 , 0
147 , 2
148 , 2
149 , 0
150 , 2
151 , 0
152 , 2
153 , 1
154 , 1
155 , 1
156 , 0
157 , 2
158 , 3
159 , 2
160 , 1
161 , 2
162 , 0
163 , 3
164 , 2
165 , 2
166 , 0
167 , 0
168 , 2
169 , 1
170 , 0
171 , 1
172 , 3
173 , 0
174 , 1
175 , 1
176 , 0
177 , 2
178 , 0
179 , 1
180 , 0
181 , 5
182 , 0
183 , 1
184 , 1
185 , 1
186 , 0
187 , 0
188 , 0
189 , 2
190 , 2
191 , 0
192 , 0
193 , 0
194 , 3
195 , 2
196 , 4
197 , 2
198 , 1
199 , 2
200 , 5
201 , 2
202 , 2
203 , 2
204 , 0
205 , 0
206 , 1
207 , 1
208 , 1
209 , 3
210 , 1
211 , 0
212 , 1
213 , 2
214 , 1
215 , 2
216 , 0
217 , 3
218 , 4
219 , 0
220 , 2
221 , 4
222 , 1
223 , 4
224 , 5
225 , 0
226 , 1
227 , 1
228 , 2
229 , 0
230 , 0
231 , 1
232 , 2
233 , 0
234 , 1
235 , 1
236 , 0
237 , 4
238 , 1
239 , 4
240 , 4
241 , 0
242 , 1
243 , 1
244 , 2
245 , 1
246 , 4
247 , 2
248 , 0
249 , 4
250 , 1
251 , 1
252 , 0
253 , 0
254 , 2
255 , 1
256 , 1
257 , 2
258 , 0
259 , 4
260 , 5
261 , 1
262 , 0
263 , 2
264 , 1
265 , 1
266 , 1
267 , 1
268 , 4
269 , 1
270 , 0
271 , 1
272 , 1
273 , 2
274 , 3
275 , 1
276 , 1
277 , 0
278 , 0
279 , 5
280 , 5
281 , 0
282 , 6
283 , 1
284 , 3
285 , 5
286 , 5
287 , 2
288 , 3
289 , 1
290 , 7
291 , 0
292 , 2
293 , 1
294 , 0
295 , 4
296 , 1
297 , 0
298 , 1
299 , 2
300 , 4
301 , 0
302 , 0
303 , 3
304 , 1
305 , 1
306 , 1
307 , 0
308 , 1
309 , 0
310 , 4
311 , 3
312 , 3
313 , 3
314 , 2
315 , 0
316 , 3
317 , 1
318 , 1
319 , 1
320 , 2
321 , 2
322 , 2
323 , 0
324 , 3
325 , 2
326 , 1
327 , 2
328 , 2
329 , 1
330 , 0
331 , 0
332 , 0
333 , 1
334 , 1
335 , 1
336 , 2
337 , 0
338 , 0
339 , 0
340 , 4
341 , 1
342 , 0
343 , 0
344 , 0
345 , 1
