1 , 198 , 6 , 510
2 , 256 , 7 , 387
3 , 509 , 12 , 638
4 , 683 , 4 , 203
5 , 411 , 22 , 1195
6 , 332 , 20 , 616
7 , 765 , 25 , 945
8 , 44 , 25 , 647
9 , 195 , 24 , 728
10 , 737 , 34 , 801
11 , 261 , 37 , 740
12 , 304 , 36 , 270
13 , 499 , 50 , 1018
14 , 351 , 57 , 2339
15 , 558 , 47 , 624
16 , 100 , 47 , 529
17 , 775 , 56 , 1328
18 , 410 , 46 , 619
19 , 581 , 55 , 656
20 , 170 , 63 , 1011
21 , 215 , 55 , 354
22 , 88 , 69 , 698
23 , 403 , 66 , 768
24 , 434 , 77 , 1249
25 , 53 , 70 , 645
26 , 311 , 76 , 660
27 , 752 , 92 , 1104
28 , 212 , 84 , 694
29 , 489 , 83 , 442
30 , 30 , 81 , 286
31 , 65 , 94 , 646
32 , 102 , 104 , 2174
33 , 298 , 93 , 517
34 , 550 , 93 , 216
35 , 41 , 110 , 673
36 , 11 , 109 , 431
37 , 204 , 108 , 569
38 , 721 , 109 , 617
39 , 500 , 118 , 1035
40 , 233 , 118 , 706
41 , 170 , 113 , 472
42 , 310 , 113 , 505
43 , 545 , 116 , 341
44 , 279 , 141 , 2089
45 , 524 , 124 , 438
46 , 363 , 120 , 240
47 , 712 , 125 , 211
48 , 201 , 129 , 515
49 , 71 , 130 , 370
50 , 119 , 131 , 484
51 , 171 , 139 , 896
52 , 517 , 155 , 681
53 , 422 , 157 , 779
54 , 694 , 160 , 968
55 , 459 , 159 , 966
56 , 84 , 174 , 2033
57 , 193 , 166 , 436
58 , 330 , 167 , 759
59 , 646 , 171 , 503
60 , 300 , 172 , 448
61 , 116 , 184 , 599
62 , 572 , 182 , 857
63 , 251 , 177 , 333
64 , 228 , 182 , 475
65 , 548 , 190 , 379
66 , 637 , 196 , 846
67 , 394 , 195 , 354
68 , 530 , 201 , 534
69 , 670 , 204 , 816
70 , 704 , 203 , 679
71 , 140 , 203 , 549
72 , 165 , 197 , 216
73 , 117 , 210 , 454
74 , 473 , 220 , 716
75 , 339 , 214 , 327
76 , 581 , 218 , 794
77 , 162 , 228 , 1654
78 , 389 , 222 , 1202
79 , 492 , 217 , 331
80 , 695 , 231 , 1031
81 , 451 , 222 , 572
82 , 526 , 222 , 463
83 , 500 , 238 , 753
84 , 295 , 236 , 622
85 , 557 , 242 , 596
86 , 787 , 239 , 507
87 , 86 , 245 , 841
88 , 615 , 248 , 774
89 , 587 , 245 , 661
90 , 519 , 251 , 458
91 , 414 , 255 , 204
92 , 376 , 280 , 1010
93 , 164 , 285 , 1021
94 , 415 , 277 , 675
95 , 755 , 275 , 370
96 , 490 , 278 , 613
97 , 697 , 284 , 1107
98 , 469 , 278 , 292
99 , 198 , 288 , 769
100 , 14 , 294 , 725
101 , 309 , 293 , 977
102 , 565 , 305 , 619
103 , 744 , 307 , 994
104 , 125 , 308 , 565
105 , 76 , 307 , 524
106 , 375 , 316 , 1252
107 , 444 , 311 , 420
108 , 240 , 326 , 823
109 , 429 , 325 , 255
110 , 507 , 332 , 509
111 , 360 , 346 , 1287
112 , 446 , 343 , 827
113 , 399 , 346 , 621
114 , 678 , 338 , 323
115 , 472 , 348 , 524
116 , 421 , 352 , 518
117 , 589 , 358 , 815
118 , 756 , 361 , 1077
119 , 10 , 351 , 399
120 , 34 , 357 , 628
121 , 146 , 356 , 559
122 , 522 , 363 , 1151
123 , 674 , 360 , 621
124 , 714 , 374 , 2104
125 , 305 , 364 , 830
126 , 272 , 376 , 1027
127 , 491 , 369 , 559
128 , 19 , 373 , 260
129 , 427 , 375 , 664
130 , 137 , 384 , 849
131 , 62 , 387 , 1254
132 , 181 , 397 , 2798
133 , 613 , 381 , 826
134 , 642 , 390 , 748
135 , 537 , 396 , 926
136 , 24 , 394 , 668
137 , 407 , 399 , 792
138 , 364 , 400 , 849
139 , 511 , 423 , 1435
140 , 269 , 406 , 557
141 , 750 , 408 , 308
142 , 734 , 410 , 299
143 , 295 , 416 , 644
144 , 211 , 417 , 529
145 , 559 , 421 , 545
146 , 619 , 426 , 858
147 , 253 , 428 , 633
148 , 424 , 440 , 1501
149 , 27 , 432 , 1482
150 , 173 , 455 , 1427
151 , 613 , 447 , 622
152 , 113 , 455 , 541
153 , 477 , 464 , 961
154 , 766 , 459 , 710
155 , 733 , 492 , 2866
156 , 132 , 461 , 353
157 , 687 , 461 , 743
158 , 359 , 475 , 1410
159 , 303 , 469 , 804
160 , 15 , 472 , 381
161 , 659 , 483 , 726
162 , 585 , 485 , 908
163 , 701 , 484 , 456
164 , 187 , 507 , 2058
165 , 424 , 491 , 473
166 , 293 , 492 , 561
167 , 792 , 498 , 443
168 , 122 , 512 , 1688
169 , 71 , 500 , 765
170 , 338 , 513 , 1037
171 , 561 , 497 , 359
172 , 460 , 502 , 900
173 , 628 , 505 , 915
174 , 14 , 505 , 632
175 , 580 , 526 , 2368
176 , 281 , 510 , 437
177 , 155 , 509 , 225
178 , 54 , 524 , 877
179 , 306 , 525 , 754
180 , 490 , 519 , 365
181 , 777 , 523 , 225
182 , 161 , 539 , 367
183 , 122 , 552 , 1263
184 , 84 , 551 , 930
185 , 303 , 551 , 539
186 , 216 , 552 , 485
187 , 255 , 563 , 1263
188 , 586 , 575 , 1563
189 , 627 , 565 , 424
190 , 159 , 568 , 275
191 , 525 , 585 , 2524
192 , 364 , 576 , 346
193 , 565 , 597 , 687
194 , 761 , 586 , 691
195 , 657 , 596 , 1316
196 , 248 , 592 , 1118
197 , 280 , 589 , 364
198 , 117 , 591 , 866
199 , 307 , 598 , 1122
200 , 371 , 614 , 807
201 , 419 , 616 , 515
202 , 763 , 618 , 730
203 , 491 , 642 , 3062
204 , 401 , 624 , 689
205 , 150 , 626 , 934
206 , 102 , 620 , 494
207 , 440 , 625 , 201
208 , 556 , 632 , 530
209 , 252 , 639 , 587
210 , 726 , 645 , 445
211 , 750 , 648 , 681
212 , 617 , 654 , 623
213 , 61 , 651 , 378
214 , 411 , 656 , 450
215 , 681 , 662 , 879
216 , 33 , 671 , 1478
217 , 467 , 674 , 1380
218 , 359 , 667 , 733
219 , 269 , 667 , 771
220 , 714 , 671 , 979
221 , 599 , 679 , 970
222 , 795 , 682 , 310
223 , 338 , 682 , 767
224 , 203 , 696 , 1802
225 , 424 , 689 , 720
226 , 546 , 692 , 840
227 , 755 , 696 , 882
228 , 226 , 718 , 1747
229 , 598 , 710 , 996
230 , 683 , 723 , 1056
231 , 401 , 720 , 1301
232 , 64 , 720 , 941
233 , 559 , 717 , 589
234 , 317 , 721 , 906
235 , 256 , 735 , 822
236 , 282 , 729 , 708
237 , 534 , 731 , 713
238 , 169 , 732 , 558
239 , 349 , 747 , 932
240 , 631 , 744 , 354
241 , 315 , 745 , 551
242 , 480 , 754 , 423
243 , 450 , 754 , 516
244 , 156 , 758 , 875
245 , 463 , 770 , 525
246 , 61 , 776 , 824
247 , 25 , 779 , 581
248 , 129 , 777 , 350
249 , 630 , 786 , 1548
250 , 749 , 780 , 466
251 , 105 , 785 , 423
252 , 451 , 790 , 394
253 , 540 , 790 , 721
254 , 770 , 791 , 420
255 , 156 , 792 , 273
