1 , 0
2 , 0
3 , 2
4 , 1
5 , 1
6 , 0
7 , 0
8 , 2
9 , 1
10 , 2
11 , 0
12 , 1
13 , 6
14 , 1
15 , 1
16 , 2
17 , 3
18 , 3
19 , 0
20 , 2
21 , 2
22 , 2
23 , 5
24 , 1
25 , 2
26 , 0
27 , 5
28 , 0
29 , 3
30 , 3
31 , 2
32 , 2
33 , 11
34 , 6
35 , 0
36 , 0
37 , 2
38 , 1
39 , 1
40 , 3
41 , 1
42 , 0
43 , 2
44 , 1
45 , 1
46 , 6
47 , 1
48 , 1
49 , 0
50 , 1
51 , 1
52 , 0
53 , 2
54 , 1
55 , 0
56 , 12
57 , 4
58 , 1
59 , 0
60 , 1
61 , 3
62 , 2
63 , 0
64 , 1
65 , 1
66 , 7
67 , 1
68 , 1
69 , 0
70 , 1
71 , 0
72 , 0
73 , 2
74 , 6
75 , 1
76 , 2
77 , 2
78 , 2
79 , 2
80 , 2
81 , 0
82 , 2
83 , 0
84 , 0
85 , 6
86 , 1
87 , 5
88 , 1
89 , 2
90 , 1
91 , 1
92 , 0
93 , 0
94 , 1
95 , 0
96 , 3
97 , 4
98 , 1
99 , 1
100 , 0
101 , 0
102 , 2
103 , 0
104 , 3
105 , 1
106 , 3
107 , 1
108 , 1
109 , 3
110 , 0
111 , 2
112 , 0
113 , 0
114 , 1
115 , 0
116 , 4
117 , 0
118 , 0
119 , 0
120 , 1
121 , 0
122 , 1
123 , 5
124 , 1
125 , 0
126 , 12
127 , 3
128 , 1
129 , 9
130 , 0
131 , 5
132 , 1
133 , 0
134 , 0
135 , 1
136 , 5
137 , 0
138 , 3
139 , 1
140 , 2
141 , 0
142 , 3
143 , 2
144 , 2
145 , 3
146 , 8
147 , 0
148 , 0
149 , 0
150 , 1
151 , 1
152 , 3
153 , 0
154 , 0
155 , 0
156 , 1
157 , 0
158 , 0
159 , 1
160 , 10
161 , 13
162 , 4
163 , 1
164 , 2
165 , 0
166 , 1
167 , 3
168 , 0
169 , 6
170 , 0
171 , 0
172 , 3
173 , 0
174 , 1
175 , 0
176 , 0
177 , 2
178 , 2
179 , 3
180 , 1
181 , 1
182 , 2
183 , 5
184 , 4
185 , 1
186 , 2
187 , 0
188 , 9
189 , 0
190 , 4
191 , 3
192 , 0
193 , 2
194 , 2
195 , 2
196 , 9
197 , 1
198 , 2
199 , 2
200 , 3
201 , 2
202 , 3
203 , 1
204 , 3
205 , 4
206 , 2
207 , 0
208 , 3
209 , 3
210 , 5
211 , 3
212 , 1
213 , 0
214 , 2
215 , 2
216 , 0
217 , 0
218 , 2
219 , 1
220 , 0
221 , 2
222 , 0
223 , 0
224 , 0
