1 , 67 , 5 , 325
2 , 134 , 7 , 327
3 , 172 , 5 , 267
4 , 199 , 7 , 337
5 , 278 , 7 , 328
6 , 536 , 14 , 1345
7 , 754 , 8 , 523
8 , 258 , 15 , 470
9 , 21 , 21 , 778
10 , 335 , 34 , 1088
11 , 714 , 26 , 1954
12 , 398 , 28 , 1245
13 , 67 , 48 , 4472
14 , 226 , 30 , 986
15 , 484 , 24 , 246
16 , 508 , 42 , 1131
17 , 551 , 38 , 366
18 , 312 , 53 , 662
19 , 647 , 60 , 1536
20 , 379 , 61 , 2022
21 , 791 , 54 , 705
22 , 538 , 51 , 217
23 , 593 , 62 , 961
24 , 424 , 61 , 934
25 , 714 , 61 , 1428
26 , 154 , 63 , 818
27 , 125 , 59 , 352
28 , 246 , 63 , 375
29 , 566 , 81 , 1317
30 , 230 , 90 , 1922
31 , 451 , 74 , 643
32 , 484 , 74 , 834
33 , 267 , 72 , 490
34 , 327 , 74 , 234
35 , 734 , 91 , 1705
36 , 523 , 90 , 885
37 , 196 , 87 , 409
38 , 155 , 109 , 2816
39 , 42 , 89 , 399
40 , 69 , 90 , 442
41 , 286 , 97 , 1343
42 , 439 , 101 , 1060
43 , 638 , 102 , 959
44 , 365 , 92 , 281
45 , 20 , 117 , 1499
46 , 472 , 107 , 702
47 , 116 , 112 , 498
48 , 782 , 130 , 913
49 , 66 , 141 , 2009
50 , 288 , 126 , 966
51 , 796 , 143 , 327
52 , 233 , 128 , 699
53 , 420 , 126 , 547
54 , 265 , 140 , 931
55 , 571 , 134 , 707
56 , 327 , 144 , 1917
57 , 679 , 146 , 1604
58 , 613 , 148 , 1561
59 , 749 , 147 , 994
60 , 537 , 149 , 1302
61 , 229 , 156 , 1595
62 , 147 , 149 , 232
63 , 395 , 166 , 670
64 , 513 , 171 , 575
65 , 352 , 181 , 2239
66 , 722 , 182 , 1351
67 , 781 , 184 , 908
68 , 553 , 182 , 678
69 , 655 , 186 , 1118
70 , 108 , 192 , 1456
71 , 216 , 201 , 1141
72 , 417 , 198 , 661
73 , 54 , 200 , 729
74 , 144 , 203 , 674
75 , 467 , 236 , 4239
76 , 267 , 204 , 375
77 , 763 , 212 , 855
78 , 664 , 212 , 754
79 , 393 , 225 , 1559
80 , 172 , 227 , 1478
81 , 312 , 215 , 785
82 , 788 , 229 , 905
83 , 583 , 225 , 937
84 , 551 , 230 , 952
85 , 614 , 231 , 868
86 , 14 , 225 , 427
87 , 523 , 229 , 539
88 , 266 , 236 , 1054
89 , 670 , 239 , 799
90 , 762 , 243 , 486
91 , 103 , 252 , 823
92 , 357 , 255 , 559
93 , 514 , 255 , 971
94 , 44 , 264 , 1954
95 , 293 , 258 , 1098
96 , 723 , 251 , 537
97 , 577 , 250 , 240
98 , 146 , 270 , 2251
99 , 413 , 269 , 1526
100 , 558 , 278 , 1685
101 , 239 , 269 , 406
102 , 760 , 296 , 2471
103 , 459 , 283 , 568
104 , 247 , 293 , 826
105 , 275 , 293 , 983
106 , 634 , 294 , 1075
107 , 183 , 301 , 1400
108 , 506 , 298 , 1163
109 , 690 , 303 , 1036
110 , 587 , 314 , 1340
111 , 123 , 322 , 2505
112 , 414 , 315 , 1119
113 , 58 , 309 , 465
114 , 8 , 315 , 441
115 , 456 , 314 , 624
116 , 552 , 316 , 718
117 , 224 , 328 , 1340
118 , 324 , 332 , 1119
119 , 727 , 329 , 917
120 , 20 , 347 , 1488
121 , 360 , 339 , 1121
122 , 185 , 340 , 956
123 , 446 , 341 , 576
124 , 547 , 337 , 325
125 , 404 , 355 , 824
