1 , 2
2 , 2
3 , 0
4 , 0
5 , 0
6 , 1
7 , 1
8 , 0
9 , 0
10 , 2
11 , 5
12 , 1
13 , 6
14 , 1
15 , 0
16 , 1
17 , 1
18 , 3
19 , 2
20 , 3
21 , 4
22 , 0
23 , 3
24 , 3
25 , 3
26 , 2
27 , 0
28 , 0
29 , 1
30 , 1
31 , 1
32 , 3
33 , 0
34 , 0
35 , 5
36 , 1
37 , 1
38 , 4
39 , 1
40 , 0
41 , 2
42 , 4
43 , 2
44 , 1
45 , 2
46 , 2
47 , 0
48 , 1
49 , 6
50 , 1
51 , 0
52 , 0
53 , 0
54 , 1
55 , 2
56 , 4
57 , 3
58 , 4
59 , 1
60 , 3
61 , 3
62 , 0
63 , 5
64 , 1
65 , 2
66 , 1
67 , 3
68 , 5
69 , 1
70 , 2
71 , 2
72 , 0
73 , 1
74 , 1
75 , 14
76 , 0
77 , 3
78 , 2
79 , 3
80 , 3
81 , 3
82 , 2
83 , 4
84 , 1
85 , 0
86 , 0
87 , 2
88 , 0
89 , 3
90 , 0
91 , 2
92 , 0
93 , 5
94 , 2
95 , 2
96 , 2
97 , 0
98 , 5
99 , 2
100 , 9
101 , 1
102 , 7
103 , 0
104 , 3
105 , 4
106 , 1
107 , 1
108 , 5
109 , 3
110 , 1
111 , 6
112 , 2
113 , 0
114 , 0
115 , 2
116 , 0
117 , 3
118 , 1
119 , 2
120 , 2
121 , 2
122 , 3
123 , 4
124 , 1
125 , 0
126 , 0
127 , 1
128 , 1
129 , 0
130 , 4
131 , 1
132 , 2
133 , 3
134 , 2
135 , 6
136 , 4
137 , 1
138 , 0
139 , 6
140 , 5
141 , 1
142 , 6
143 , 4
144 , 0
145 , 3
146 , 1
147 , 5
148 , 0
149 , 1
150 , 2
151 , 2
152 , 1
153 , 3
154 , 3
155 , 1
156 , 4
157 , 6
158 , 0
159 , 2
160 , 1
161 , 2
162 , 0
163 , 3
164 , 5
165 , 3
166 , 3
167 , 0
168 , 3
169 , 0
170 , 0
171 , 5
172 , 0
173 , 4
174 , 1
175 , 3
176 , 1
177 , 2
178 , 2
179 , 2
180 , 1
181 , 1
182 , 0
183 , 0
184 , 0
185 , 1
186 , 2
187 , 2
188 , 1
189 , 1
190 , 0
191 , 2
192 , 1
193 , 1
194 , 2
195 , 0
196 , 0
197 , 2
198 , 0
199 , 1
200 , 1
201 , 0
202 , 0
203 , 1
204 , 1
205 , 0
206 , 0
207 , 3
208 , 2
209 , 0
210 , 6
211 , 1
212 , 0
213 , 1
214 , 4
215 , 4
216 , 5
217 , 1
218 , 3
219 , 1
220 , 3
221 , 4
222 , 2
223 , 1
224 , 3
225 , 1
226 , 10
227 , 3
228 , 0
229 , 2
230 , 0
231 , 0
232 , 8
233 , 1
234 , 1
235 , 0
236 , 2
237 , 3
238 , 2
239 , 2
240 , 0
241 , 0
242 , 0
243 , 1
244 , 3
245 , 0
246 , 12
247 , 6
248 , 6
249 , 1
250 , 1
251 , 6
252 , 2
253 , 0
254 , 1
255 , 3
256 , 4
257 , 4
258 , 3
259 , 0
260 , 3
261 , 6
262 , 4
263 , 3
264 , 1
265 , 1
266 , 0
267 , 0
268 , 3
269 , 1
270 , 0
271 , 1
272 , 1
273 , 1
274 , 0
275 , 0
276 , 0
277 , 1
278 , 3
279 , 1
280 , 1
281 , 2
282 , 1
283 , 1
284 , 1
285 , 2
286 , 3
287 , 3
288 , 1
289 , 1
290 , 4
291 , 1
292 , 1
