index,X,Y,EGFR,PDGFRA,CDK4
1 , 261 , 8, 0, 0, 0
2 , 343 , 13, 6, 0, 0
3 , 405 , 7, 5, 0, 0
4 , 517 , 12, 8, 2, 2
5 , 241 , 17, 1, 0, 0
6 , 736 , 23, 2, 0, 0
7 , 152 , 28, 3, 0, 3
8 , 473 , 34, 5, 1, 0
9 , 705 , 36, 3, 0, 0
10 , 294 , 42, 3, 0, 1
11 , 268 , 56, 3, 0, 0
12 , 204 , 60, 6, 0, 3
13 , 297 , 58, 9, 0, 2
14 , 317 , 66, 11, 0, 0
15 , 382 , 79, 5, 1, 2
16 , 779 , 80, 2, 0, 0
17 , 228 , 77, 6, 1, 0
18 , 460 , 83, 1, 0, 0
19 , 696 , 81, 0, 0, 0
20 , 232 , 94, 2, 0, 0
21 , 714 , 97, 3, 0, 1
22 , 538 , 103, 7, 0, 6
23 , 408 , 113, 9, 0, 10
24 , 246 , 124, 8, 0, 2
25 , 270 , 145, 24, 1, 5
26 , 701 , 114, 1, 0, 0
27 , 168 , 124, 8, 1, 1
28 , 221 , 122, 12, 0, 0
29 , 370 , 125, 5, 0, 0
30 , 433 , 140, 2, 0, 1
31 , 519 , 140, 5, 2, 5
32 , 791 , 148, 1, 1, 0
33 , 715 , 178, 11, 1, 0
34 , 370 , 194, 5, 2, 23
35 , 682 , 183, 3, 0, 1
36 , 535 , 184, 1, 1, 1
37 , 276 , 198, 4, 0, 0
38 , 459 , 203, 7, 2, 2
39 , 740 , 195, 6, 1, 0
40 , 497 , 215, 3, 0, 2
41 , 120 , 221, 1, 0, 0
42 , 705 , 236, 8, 0, 0
43 , 376 , 236, 9, 0, 1
44 , 663 , 234, 0, 1, 0
45 , 26 , 240, 2, 0, 0
46 , 40 , 253, 4, 0, 0
47 , 322 , 243, 0, 0, 0
48 , 458 , 272, 4, 1, 2
49 , 336 , 263, 2, 1, 0
50 , 154 , 270, 13, 1, 3
51 , 693 , 271, 7, 0, 0
52 , 12 , 290, 5, 0, 0
53 , 330 , 293, 0, 0, 0
54 , 83 , 299, 9, 1, 1
55 , 515 , 293, 3, 0, 1
56 , 597 , 302, 7, 1, 2
57 , 243 , 301, 6, 1, 1
58 , 664 , 305, 9, 0, 0
59 , 124 , 318, 2, 0, 2
60 , 417 , 310, 0, 0, 0
61 , 274 , 315, 5, 0, 1
62 , 100 , 326, 9, 0, 5
63 , 502 , 317, 1, 0, 0
64 , 11 , 321, 3, 0, 0
65 , 251 , 322, 1, 1, 0
66 , 46 , 330, 4, 0, 0
67 , 494 , 331, 1, 1, 0
68 , 425 , 334, 2, 0, 2
69 , 647 , 330, 0, 1, 0
70 , 660 , 339, 1, 0, 0
71 , 65 , 340, 10, 1, 1
72 , 501 , 349, 4, 0, 0
73 , 82 , 362, 6, 1, 0
74 , 566 , 368, 14, 1, 10
75 , 236 , 377, 9, 3, 1
76 , 495 , 368, 4, 0, 2
77 , 281 , 373, 2, 0, 1
78 , 334 , 384, 2, 0, 0
79 , 25 , 381, 3, 2, 0
80 , 211 , 383, 7, 0, 2
81 , 462 , 390, 2, 1, 0
82 , 137 , 393, 1, 0, 0
83 , 538 , 402, 4, 0, 1
84 , 274 , 408, 14, 0, 13
85 , 484 , 398, 6, 0, 5
86 , 501 , 404, 6, 0, 1
87 , 127 , 407, 7, 0, 0
88 , 583 , 417, 7, 0, 3
89 , 128 , 446, 21, 1, 3
90 , 21 , 440, 2, 1, 0
91 , 543 , 452, 8, 0, 0
92 , 505 , 447, 0, 2, 0
93 , 25 , 458, 0, 0, 0
94 , 266 , 473, 12, 2, 1
95 , 163 , 489, 1, 0, 2
96 , 494 , 490, 3, 0, 0
97 , 62 , 499, 4, 0, 1
98 , 91 , 518, 1, 0, 0
99 , 70 , 518, 2, 0, 0
100 , 152 , 543, 6, 1, 11
101 , 190 , 558, 14, 0, 6
102 , 699 , 539, 4, 0, 0
103 , 664 , 547, 2, 1, 0
104 , 110 , 584, 18, 2, 11
105 , 215 , 581, 6, 0, 1
106 , 171 , 586, 4, 0, 0
107 , 556 , 598, 3, 0, 0
108 , 236 , 606, 4, 0, 4
109 , 7 , 622, 1, 0, 0
110 , 252 , 617, 5, 2, 4
111 , 533 , 627, 5, 0, 1
112 , 214 , 639, 5, 1, 1
113 , 252 , 639, 3, 0, 1
114 , 228 , 665, 11, 1, 2
115 , 439 , 693, 7, 0, 2
116 , 128 , 689, 0, 0, 0
117 , 361 , 705, 4, 0, 0
118 , 545 , 710, 8, 0, 0
119 , 505 , 717, 5, 0, 0
120 , 576 , 722, 5, 0, 1
121 , 258 , 727, 5, 0, 0
122 , 405 , 733, 5, 1, 3
123 , 284 , 744, 9, 1, 2
124 , 398 , 750, 3, 1, 2
125 , 339 , 769, 4, 0, 2
126 , 504 , 778, 6, 0, 0
127 , 173 , 793, 3, 0, 1
