index,X,Y,EGFR,PDGFRA,CDK4
1 , 445 , 25, 3, 1, 0
2 , 515 , 57, 11, 2, 0
3 , 217 , 53, 0, 0, 0
4 , 328 , 95, 4, 0, 0
5 , 267 , 94, 2, 0, 0
6 , 248 , 106, 2, 0, 0
7 , 180 , 104, 0, 0, 0
8 , 576 , 126, 3, 0, 0
9 , 70 , 127, 1, 0, 0
10 , 271 , 123, 1, 0, 0
11 , 192 , 130, 3, 0, 0
12 , 391 , 138, 5, 2, 0
13 , 326 , 140, 1, 0, 0
14 , 211 , 153, 2, 0, 0
15 , 669 , 144, 2, 0, 0
16 , 583 , 152, 7, 1, 0
17 , 129 , 159, 3, 0, 0
18 , 308 , 163, 2, 0, 0
19 , 104 , 178, 3, 0, 0
20 , 417 , 167, 3, 1, 0
21 , 660 , 169, 5, 0, 0
22 , 377 , 173, 0, 2, 0
23 , 156 , 181, 2, 0, 0
24 , 204 , 190, 6, 2, 0
25 , 406 , 195, 3, 0, 0
26 , 137 , 197, 5, 0, 0
27 , 240 , 209, 5, 0, 0
28 , 492 , 205, 3, 1, 0
29 , 647 , 209, 0, 0, 0
30 , 213 , 216, 1, 0, 0
31 , 151 , 214, 1, 0, 1
32 , 433 , 226, 0, 1, 0
33 , 325 , 227, 3, 2, 6
34 , 109 , 224, 3, 0, 2
35 , 137 , 230, 3, 0, 4
36 , 256 , 234, 5, 0, 1
37 , 94 , 229, 1, 0, 3
38 , 551 , 233, 1, 1, 0
39 , 379 , 234, 3, 1, 0
40 , 78 , 236, 1, 0, 3
41 , 53 , 240, 1, 0, 8
42 , 356 , 240, 1, 0, 2
43 , 300 , 246, 1, 0, 1
44 , 166 , 256, 5, 1, 0
45 , 486 , 247, 2, 0, 0
46 , 436 , 251, 2, 0, 1
47 , 118 , 266, 3, 1, 11
48 , 382 , 273, 4, 0, 17
49 , 520 , 256, 1, 0, 0
50 , 239 , 266, 3, 0, 0
51 , 262 , 259, 1, 0, 2
52 , 9 , 269, 4, 0, 0
