index,X,Y,EGFR,PDGFRA,CDK4
1 , 34 , 13, 2, 0, 1
2 , 51 , 17, 0, 0, 6
3 , 138 , 6, 1, 0, 0
4 , 236 , 17, 20, 0, 1
5 , 379 , 8, 17, 0, 7
6 , 412 , 15, 12, 0, 3
7 , 567 , 9, 1, 0, 0
8 , 759 , 20, 2, 0, 0
9 , 781 , 13, 3, 0, 0
10 , 330 , 15, 0, 0, 9
11 , 138 , 31, 9, 1, 1
12 , 689 , 25, 0, 0, 15
13 , 621 , 30, 0, 0, 5
14 , 453 , 23, 3, 0, 6
15 , 282 , 31, 12, 0, 2
16 , 337 , 31, 0, 0, 6
17 , 361 , 33, 1, 0, 2
18 , 64 , 51, 26, 1, 1
19 , 202 , 48, 7, 0, 1
20 , 784 , 46, 1, 0, 0
21 , 514 , 50, 1, 1, 18
22 , 753 , 52, 6, 0, 0
23 , 390 , 55, 23, 0, 3
24 , 485 , 60, 11, 1, 2
25 , 602 , 55, 12, 0, 2
26 , 247 , 58, 9, 2, 8
27 , 118 , 68, 2, 0, 2
28 , 17 , 60, 5, 0, 0
29 , 319 , 64, 5, 0, 7
30 , 718 , 61, 8, 0, 1
31 , 435 , 61, 1, 0, 4
32 , 772 , 64, 3, 0, 0
33 , 157 , 75, 12, 0, 10
34 , 546 , 66, 1, 0, 11
35 , 580 , 77, 3, 0, 10
36 , 287 , 77, 18, 0, 0
37 , 630 , 78, 3, 1, 0
38 , 377 , 79, 4, 0, 5
39 , 81 , 85, 10, 0, 0
40 , 704 , 84, 0, 0, 18
41 , 210 , 85, 9, 0, 10
42 , 540 , 95, 5, 0, 3
43 , 401 , 98, 3, 0, 8
44 , 333 , 99, 8, 0, 0
45 , 357 , 105, 6, 0, 2
46 , 769 , 99, 10, 0, 2
47 , 674 , 100, 13, 0, 0
48 , 483 , 101, 11, 0, 0
49 , 108 , 107, 15, 2, 2
50 , 510 , 108, 6, 0, 5
51 , 267 , 102, 1, 0, 6
52 , 53 , 102, 8, 0, 0
53 , 427 , 126, 4, 0, 11
54 , 302 , 112, 2, 0, 3
55 , 384 , 118, 5, 0, 12
56 , 159 , 117, 7, 0, 3
